ID. Participant ID,,Clip,Start,End,,Rate or restate,E3,E4,e5
"HCOI2paper[CONTROL_ALT]. the page. [The woman told the other woman to make an origami crane with the paper.][Is there a way you could make this description better, maybe by changing a word?]",,HCOI2paper,37,108,The woman told the other woman to make an origami crane with the paper.,Restate,,,
HCOI2paper[S6_ABCD]. the page. [The woman gestured to cut the paper so another woman took the scissors and cut the paper.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCOI2paper,33,122,The woman gestured to cut the paper so another woman took the scissors and cut the paper.,Rate,D,D,D
"HCOI2paper[S6_ALT]. the page. [The woman gestured to cut the paper so another woman took the scissors and cut the paper.][Is there a way you could make this description better, maybe by changing a word?]",,HCOI2paper,32,121,The woman gestured to cut the paper so another woman took the scissors and cut the paper.,Restate,,,
HCOI2paper[S7_ABCD]. the page. [The woman in the striped shirt made the paper separate into  pieces.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCOI2paper,33,101,The woman in the striped shirt made the paper separate into  pieces.,Rate,B,B,B
"HCOI2paper[S7_ALT]. the page. [The woman in the striped shirt made the paper separate into  pieces.][Is there a way you could make this description better, maybe by changing a word?]",,HCOI2paper,32,100,The woman in the striped shirt made the paper separate into  pieces.,Restate,,,
HCOI2paper[S8_ABCD]. the page. [The woman made the other woman cut the paper.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCOI2paper,33,78,The woman made the other woman cut the paper.,Rate,C,C,C
"HCOI2paper[S8_ALT]. the page. [The woman made the other woman cut the paper.][Is there a way you could make this description better, maybe by changing a word?]",,HCOI2paper,32,77,The woman made the other woman cut the paper.,Restate,,,
HCOI2paper[S9_ABCD]. the page. [The woman in the striped shirt cut the paper into pieces.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCOI2paper,33,90,The woman in the striped shirt cut the paper into pieces.,Rate,B,B,B
"HCOI2paper[S9_ALT]. the page. [The woman in the striped shirt cut the paper into pieces.][Is there a way you could make this description better, maybe by changing a word?]",,HCOI2paper,32,89,The woman in the striped shirt cut the paper into pieces.,Restate,,,
HCOI2paper[S10_ABCD]. the page. [The woman in the striped shirt cut the paper.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCOI2paper,34,79,The woman in the striped shirt cut the paper.,Rate,B,B,B
"HCOI2paper[S10_ALT]. the page. [The woman in the striped shirt cut the paper.][Is there a way you could make this description better, maybe by changing a word?]",,HCOI2paper,33,78,The woman in the striped shirt cut the paper.,Restate,,,
HO4ball[S1_ABCD]. the page. [The ball went out of the room because the man threw it.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HO4ball,30,85,The ball went out of the room because the man threw it.,Rate,D,D,C
"HO4ball[S1_ALT]. the page. [The ball went out of the room because the man threw it.][Is there a way you could make this description better, maybe by changing a word?]",,HO4ball,29,84,The ball went out of the room because the man threw it.,Restate,,,
HO4ball[S2_ABCD]. the page. [The ball went out of the room because of the man.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HO4ball,30,79,The ball went out of the room because of the man.,Rate,C,C,C
"HO4ball[S2_ALT]. the page. [The ball went out of the room because of the man.][Is there a way you could make this description better, maybe by changing a word?]",,HO4ball,29,78,The ball went out of the room because of the man.,Restate,,The ball sounds as though it's been personified.,
HO4ball[S3_ABCD]. the page. [The man caused the ball to go out of the room.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HO4ball,30,76,The man caused the ball to go out of the room.,Rate,C,D,D
"HO4ball[S3_ALT]. the page. [The man caused the ball to go out of the room.][Is there a way you could make this description better, maybe by changing a word?]",,HO4ball,29,75,The man caused the ball to go out of the room.,Restate,,,
HO4ball[S4_ABCD]. the page. [The man made the ball go out of the room.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HO4ball,30,71,The man made the ball go out of the room.,Rate,C,C,C
"HO4ball[S4_ALT]. the page. [The man made the ball go out of the room.][Is there a way you could make this description better, maybe by changing a word?]",,HO4ball,29,70,The man made the ball go out of the room.,Restate,, The man made the ball leave the room. ,
HO4ball[S5_ABCD]. the page. [The man threw the soccer ball out of the room.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HO4ball,30,76,The man threw the soccer ball out of the room.,Rate,D,D,B
"HO4ball[S5_ALT]. the page. [The man threw the soccer ball out of the room.][Is there a way you could make this description better, maybe by changing a word?]",,HO4ball,29,75,The man threw the soccer ball out of the room.,Restate,,,
HM1fall[S1_ABCD]. the page. [The woman fell because the other woman pushed her.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HM1fall,30,80,The woman fell because the other woman pushed her.,Rate,D,D,D
"HM1fall[S1_ALT]. the page. [The woman fell because the other woman pushed her.][Is there a way you could make this description better, maybe by changing a word?]",,HM1fall,29,79,The woman fell because the other woman pushed her.,Restate,,,
HM1fall[S2_ABCD]. the page. [The woman fell because of the other woman.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HM1fall,30,72,The woman fell because of the other woman.,Rate,C,D,C
"HM1fall[S2_ALT]. the page. [The woman fell because of the other woman.][Is there a way you could make this description better, maybe by changing a word?]",,HM1fall,29,71,The woman fell because of the other woman.,Restate,,,
HM1fall[S3_ABCD]. the page. [The woman caused the other woman to fall.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HM1fall,30,71,The woman caused the other woman to fall.,Rate,D,D,D
"HM1fall[S3_ALT]. the page. [The woman caused the other woman to fall.][Is there a way you could make this description better, maybe by changing a word?]",,HM1fall,29,70,The woman caused the other woman to fall.,Restate,,,
HM1fall[CONTROL_ABCD]. the page. [The woman danced with the other woman.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HM1fall,35,73,The woman danced with the other woman.,Rate,B,B,B
"HM1fall[CONTROL_ALT]. the page. [The woman danced with the other woman.][Is there a way you could make this description better, maybe by changing a word?]",,HM1fall,34,72,The woman danced with the other woman.,Restate,,,
HM1fall[S5_ABCD]. the page. [The woman made the other woman fall.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HM1fall,30,66,The woman made the other woman fall.,Rate,D,D,C
"HM1fall[S5_ALT]. the page. [The woman made the other woman fall.][Is there a way you could make this description better, maybe by changing a word?]",,HM1fall,29,65,The woman made the other woman fall.,Restate,,,
HM1fall[S6_ABCD]. the page. [The woman pushed the other woman out of her way.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HM1fall,30,78,The woman pushed the other woman out of her way.,Rate,D,D,D
"HM1fall[S6_ALT]. the page. [The woman pushed the other woman out of her way.][Is there a way you could make this description better, maybe by changing a word?]",,HM1fall,29,77,The woman pushed the other woman out of her way.,Restate,,,
HM1fall[S7_ABCD]. the page. [The woman pushed the other woman so hard that she fell.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HM1fall,30,85,The woman pushed the other woman so hard that she fell.,Rate,D,D,D
"HM1fall[S7_ALT]. the page. [The woman pushed the other woman so hard that she fell.][Is there a way you could make this description better, maybe by changing a word?]",,HM1fall,29,84,The woman pushed the other woman so hard that she fell.,Restate,,,
UMO2cups[S1_ABCD]. the page. [The man knocked over the stack of cups because the woman bumped him.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UMO2cups,31,99,The man knocked over the stack of cups because the woman bumped him.,Rate,D,C,D
"UMO2cups[S1_ALT]. the page. [The man knocked over the stack of cups because the woman bumped him.][Is there a way you could make this description better, maybe by changing a word?]",,UMO2cups,30,98,The man knocked over the stack of cups because the woman bumped him.,Restate,, The man accidentally knocked over the stack of cups because the woman bumped him. ,
UMO2cups[S2_ABCD]. the page. [The stack of cups fell over because of the woman.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UMO2cups,31,80,The stack of cups fell over because of the woman.,Rate,C,D,C
"UMO2cups[S2_ALT]. the page. [The stack of cups fell over because of the woman.][Is there a way you could make this description better, maybe by changing a word?]",,UMO2cups,30,79,The stack of cups fell over because of the woman.,Restate,,,
UMO2cups[S3_ABCD]. the page. [The woman caused the stack of cups to fall down.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UMO2cups,31,79,The woman caused the stack of cups to fall down.,Rate,C,D,C
"UMO2cups[S3_ALT]. the page. [The woman caused the stack of cups to fall down.][Is there a way you could make this description better, maybe by changing a word?]",,UMO2cups,30,78,The woman caused the stack of cups to fall down.,Restate,,,
UMO2cups[S4_ABCD]. the page. [The woman caused the man to knock over the stack of cups.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UMO2cups,31,88,The woman caused the man to knock over the stack of cups.,Rate,D,D,D
"UMO2cups[S4_ALT]. the page. [The woman caused the man to knock over the stack of cups.][Is there a way you could make this description better, maybe by changing a word?]",,UMO2cups,30,87,The woman caused the man to knock over the stack of cups.,Restate,,,
UMO2cups[CONTROL_ABCD]. the page. [The woman and the man looked at the stack of cups together.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UMO2cups,36,95,The woman and the man looked at the stack of cups together.,Rate,B,B,B
"UMO2cups[CONTROL_ALT]. the page. [The woman and the man looked at the stack of cups together.][Is there a way you could make this description better, maybe by changing a word?]",,UMO2cups,35,94,The woman and the man looked at the stack of cups together.,Restate,,,
UMO2cups[S6_ABCD]. the page. [The woman made the stack of cups fall down.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UMO2cups,31,74,The woman made the stack of cups fall down.,Rate,C,C,C
"UMO2cups[S6_ALT]. the page. [The woman made the stack of cups fall down.][Is there a way you could make this description better, maybe by changing a word?]",,UMO2cups,30,73,The woman made the stack of cups fall down.,Restate,,,
UMO2cups[S7_ABCD]. the page. [The woman made the man knock over the stack of cups.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UMO2cups,31,83,The woman made the man knock over the stack of cups.,Rate,C,C,C
"UMO2cups[S7_ALT]. the page. [The woman made the man knock over the stack of cups.][Is there a way you could make this description better, maybe by changing a word?]",,UMO2cups,30,82,The woman made the man knock over the stack of cups.,Restate,,,
UMO2cups[S8_ABCD]. the page. [The woman knocked the cups down.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UMO2cups,31,63,The woman knocked the cups down.,Rate,B,C,C
"UMO2cups[S8_ALT]. the page. [The woman knocked the cups down.][Is there a way you could make this description better, maybe by changing a word?]",,UMO2cups,30,62,The woman knocked the cups down.,Restate,,,
UMO2cups[S9_ABCD]. the page. [The woman bumped the man so hard that he knocked over the stack of cups.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UMO2cups,31,103,The woman bumped the man so hard that he knocked over the stack of cups.,Rate,D,D,D
"UMO2cups[S9_ALT]. the page. [The woman bumped the man so hard that he knocked over the stack of cups.][Is there a way you could make this description better, maybe by changing a word?]",,UMO2cups,30,102,The woman bumped the man so hard that he knocked over the stack of cups.,Restate,, The woman bumped the man so hard that he accidentally knocked over the stack of cups. ,
UMO2cups[S10_ABCD]. the page. [The woman destroyed the stack of cups.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UMO2cups,32,70,The woman destroyed the stack of cups.,Rate,B,C,B
"UMO2cups[S10_ALT]. the page. [The woman destroyed the stack of cups.][Is there a way you could make this description better, maybe by changing a word?]",,UMO2cups,31,69,The woman destroyed the stack of cups.,Restate,, The woman inadvertantly destroyed the stack of cups. ,
NM4umbrella[S1_ABCD]. the page. [The umbrella flew away because of the wind.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,NM4umbrella,34,77,The umbrella flew away because of the wind.,Rate,D,D,D
"NM4umbrella[S1_ALT]. the page. [The umbrella flew away because of the wind.][Is there a way you could make this description better, maybe by changing a word?]",,NM4umbrella,33,76,The umbrella flew away because of the wind.,Restate,,,
NM4umbrella[S2_ABCD]. the page. [The wind caused the umbrella to fly away.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,NM4umbrella,34,75,The wind caused the umbrella to fly away.,Rate,D,D,D
"NM4umbrella[S2_ALT]. the page. [The wind caused the umbrella to fly away.][Is there a way you could make this description better, maybe by changing a word?]",,NM4umbrella,33,74,The wind caused the umbrella to fly away.,Restate,,,
NM4umbrella[CONTROL_ABCD]. the page. [The umbrella was motionless in the wind.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,NM4umbrella,39,79,The umbrella was motionless in the wind.,Rate,C,B,B
"NM4umbrella[CONTROL_ALT]. the page. [The umbrella was motionless in the wind.][Is there a way you could make this description better, maybe by changing a word?]",,NM4umbrella,38,78,The umbrella was motionless in the wind.,Restate,,,
NM4umbrella[S4_ABCD]. the page. [The wind made the umbrella fly away.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,NM4umbrella,34,70,The wind made the umbrella fly away.,Rate,D,D,C
"NM4umbrella[S4_ALT]. the page. [The wind made the umbrella fly away.][Is there a way you could make this description better, maybe by changing a word?]",,NM4umbrella,33,69,The wind made the umbrella fly away.,Restate,,,
NM4umbrella[S5_ABCD]. the page. [The umbrella was blown away by the wind.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,NM4umbrella,34,74,The umbrella was blown away by the wind.,Rate,D,D,D
"NM4umbrella[S5_ALT]. the page. [The umbrella was blown away by the wind.][Is there a way you could make this description better, maybe by changing a word?]",,NM4umbrella,33,73,The umbrella was blown away by the wind.,Restate,,,
NM4umbrella[S6_ABCD]. the page. [The wind blew so hard that the umbrella flew away.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,NM4umbrella,34,84,The wind blew so hard that the umbrella flew away.,Rate,D,D,D
"NM4umbrella[S6_ALT]. the page. [The wind blew so hard that the umbrella flew away.][Is there a way you could make this description better, maybe by changing a word?]",,NM4umbrella,33,83,The wind blew so hard that the umbrella flew away.,Restate,,,
HOI1paper[S1_ABCD]. the page. [The paper separated because of the woman.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HOI1paper,32,73,The paper separated because of the woman.,Rate,C,C,C
"HOI1paper[S1_ALT]. the page. [The paper separated because of the woman.][Is there a way you could make this description better, maybe by changing a word?]",,HOI1paper,31,72,The paper separated because of the woman.,Restate,,,
HOI1paper[S2_ABCD]. the page. [The woman caused the paper to separate.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HOI1paper,32,71,The woman caused the paper to separate.,Rate,C,C,C
"HOI1paper[S2_ALT]. the page. [The woman caused the paper to separate.][Is there a way you could make this description better, maybe by changing a word?]",,HOI1paper,31,70,The woman caused the paper to separate.,Restate,,,
HOI1paper[S3_ABCD]. the page. [The woman made the paper separate.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HOI1paper,32,66,The woman made the paper separate.,Rate,C,C,B
"HOI1paper[S3_ALT]. the page. [The woman made the paper separate.][Is there a way you could make this description better, maybe by changing a word?]",,HOI1paper,31,65,The woman made the paper separate.,Restate,,,
HOI1paper[S4_ABCD]. the page. [A woman cut the paper into pieces.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HOI1paper,32,66,A woman cut the paper into pieces.,Rate,D,D,D
"HOI1paper[S4_ALT]. the page. [A woman cut the paper into pieces.][Is there a way you could make this description better, maybe by changing a word?]",,HOI1paper,31,65,A woman cut the paper into pieces.,Restate,,,
HOI1paper[S5_ABCD]. the page. [The woman cut the paper.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HOI1paper,32,56,The woman cut the paper.,Rate,D,D,D
"HOI1paper[S5_ALT]. the page. [The woman cut the paper.][Is there a way you could make this description better, maybe by changing a word?]",,HOI1paper,31,55,The woman cut the paper.,Restate,,,
HUO2cups[S1_ABCD]. the page. [The woman scared the man into knocking over the stack of cups.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HUO2cups,31,93,The woman scared the man into knocking over the stack of cups.,Rate,D,D,D
"HUO2cups[S1_ALT]. the page. [The woman scared the man into knocking over the stack of cups.][Is there a way you could make this description better, maybe by changing a word?]",,HUO2cups,30,92,The woman scared the man into knocking over the stack of cups.,Restate,,,
HUO2cups[S2_ABCD]. the page. [The man knocked over the stack of cups because the woman scared him.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HUO2cups,31,99,The man knocked over the stack of cups because the woman scared him.,Rate,D,D,D
"HUO2cups[S2_ALT]. the page. [The man knocked over the stack of cups because the woman scared him.][Is there a way you could make this description better, maybe by changing a word?]",,HUO2cups,30,98,The man knocked over the stack of cups because the woman scared him.,Restate,,,
HUO2cups[S3_ABCD]. the page. [The stack of cups fell because of the woman.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HUO2cups,31,75,The stack of cups fell because of the woman.,Rate,C,,C
"HUO2cups[S3_ALT]. the page. [The stack of cups fell because of the woman.][Is there a way you could make this description better, maybe by changing a word?]",,HUO2cups,30,74,The stack of cups fell because of the woman.,Restate,,,
HUO2cups[S4_ABCD]. the page. [The woman caused the stack of cups to fall down.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HUO2cups,31,79,The woman caused the stack of cups to fall down.,Rate,C,,C
"HUO2cups[S4_ALT]. the page. [The woman caused the stack of cups to fall down.][Is there a way you could make this description better, maybe by changing a word?]",,HUO2cups,30,78,The woman caused the stack of cups to fall down.,Restate,,,
HUO2cups[S5_ABCD]. the page. [The woman caused the man to knock over the stack of cups.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HUO2cups,31,88,The woman caused the man to knock over the stack of cups.,Rate,C,,C
"HUO2cups[S5_ALT]. the page. [The woman caused the man to knock over the stack of cups.][Is there a way you could make this description better, maybe by changing a word?]",,HUO2cups,30,87,The woman caused the man to knock over the stack of cups.,Restate,,,
HUO2cups[S6_ABCD]. the page. [The woman made the stack of cups fall down.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HUO2cups,31,74,The woman made the stack of cups fall down.,Rate,B,C,C
"HUO2cups[S6_ALT]. the page. [The woman made the stack of cups fall down.][Is there a way you could make this description better, maybe by changing a word?]",,HUO2cups,30,73,The woman made the stack of cups fall down.,Restate,,,
HUO2cups[S7_ABCD]. the page. [The woman made the man knock over the stack of cups.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HUO2cups,31,83,The woman made the man knock over the stack of cups.,Rate,C,D,C
"HUO2cups[S7_ALT]. the page. [The woman made the man knock over the stack of cups.][Is there a way you could make this description better, maybe by changing a word?]",,HUO2cups,30,82,The woman made the man knock over the stack of cups.,Restate,,,
HUO2cups[S8_ABCD]. the page. [The woman knocked the stack of cups over.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HUO2cups,31,72,The woman knocked the stack of cups over.,Rate,B,B,B
"HUO2cups[S8_ALT]. the page. [The woman knocked the stack of cups over.][Is there a way you could make this description better, maybe by changing a word?]",,HUO2cups,30,71,The woman knocked the stack of cups over.,Restate,,,
HUO2cups[S9_ABCD]. the page. [The woman scared the man so much that he knocked over the stack of cups.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HUO2cups,31,103,The woman scared the man so much that he knocked over the stack of cups.,Rate,D,D,D
"HUO2cups[S9_ALT]. the page. [The woman scared the man so much that he knocked over the stack of cups.][Is there a way you could make this description better, maybe by changing a word?]",,HUO2cups,30,102,The woman scared the man so much that he knocked over the stack of cups.,Restate,,,
HUO2cups[S10_ABCD]. the page. [The woman destroyed the stack of cups.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HUO2cups,32,70,The woman destroyed the stack of cups.,Rate,B,,C
"HUO2cups[S10_ALT]. the page. [The woman destroyed the stack of cups.][Is there a way you could make this description better, maybe by changing a word?]",,HUO2cups,31,69,The woman destroyed the stack of cups.,Restate,,,
UM1asleep[S1_ABCD]. the page. [The woman woke up because the man tripped on her.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UM1asleep,32,81,The woman woke up because the man tripped on her.,Rate,D,D,D
"UM1asleep[S1_ALT]. the page. [The woman woke up because the man tripped on her.][Is there a way you could make this description better, maybe by changing a word?]",,UM1asleep,31,80,The woman woke up because the man tripped on her.,Restate,,,
UM1asleep[S2_ABCD]. the page. [The woman woke up because of the man.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UM1asleep,32,69,The woman woke up because of the man.,Rate,D,D,C
"UM1asleep[S2_ALT]. the page. [The woman woke up because of the man.][Is there a way you could make this description better, maybe by changing a word?]",,UM1asleep,31,68,The woman woke up because of the man.,Restate,,,
UM1asleep[S3_ABCD]. the page. [The man caused the woman to wake up.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UM1asleep,32,68,The man caused the woman to wake up.,Rate,C,D,C
"UM1asleep[S3_ALT]. the page. [The man caused the woman to wake up.][Is there a way you could make this description better, maybe by changing a word?]",,UM1asleep,31,67,The man caused the woman to wake up.,Restate,,,
UM1asleep[CONTROL_ABCD]. the page. [The man bored the woman to sleep.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UM1asleep,37,70,The man bored the woman to sleep.,Rate,B,B,B
"UM1asleep[CONTROL_ALT]. the page. [The man bored the woman to sleep.][Is there a way you could make this description better, maybe by changing a word?]",,UM1asleep,36,69,The man bored the woman to sleep.,Restate,,,
UM1asleep[S5_ABCD]. the page. [The man made the woman wake up.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UM1asleep,32,63,The man made the woman wake up.,Rate,C,D,C
"UM1asleep[S5_ALT]. the page. [The man made the woman wake up.][Is there a way you could make this description better, maybe by changing a word?]",,UM1asleep,31,62,The man made the woman wake up.,Restate,,,
UM1asleep[S6_ABCD]. the page. [The man startled the woman awake.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UM1asleep,32,65,The man startled the woman awake.,Rate,C,D,D
"UM1asleep[S6_ALT]. the page. [The man startled the woman awake.][Is there a way you could make this description better, maybe by changing a word?]",,UM1asleep,31,64,The man startled the woman awake.,Restate,,,
UM1asleep[S7_ABCD]. the page. [The man woke the woman up.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UM1asleep,32,58,The man woke the woman up.,Rate,C,C,C
"UM1asleep[S7_ALT]. the page. [The man woke the woman up.][Is there a way you could make this description better, maybe by changing a word?]",,UM1asleep,31,57,The man woke the woman up.,Restate,,,
UM1asleep[S8_ABCD]. the page. [The man bumped the woman so hard that she woke up.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UM1asleep,32,82,The man bumped the woman so hard that she woke up.,Rate,B,D,C
"UM1asleep[S8_ALT]. the page. [The man bumped the woman so hard that she woke up.][Is there a way you could make this description better, maybe by changing a word?]",,UM1asleep,31,81,The man bumped the woman so hard that she woke up.,Restate,,,
UM1asleep[S9_ABCD]. the page. [The man woke the woman.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UM1asleep,32,55,The man woke the woman.,Rate,C,D,C
"UM1asleep[S9_ALT]. the page. [The man woke the woman.][Is there a way you could make this description better, maybe by changing a word?]",,UM1asleep,31,54,The man woke the woman.,Restate,,,
NU1thunder[S1_ABCD]. the page. [The woman got scared because of thunder.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,NU1thunder,33,73,The woman got scared because of thunder.,Rate,D,D,D
"NU1thunder[S1_ALT]. the page. [The woman got scared because of thunder.][Is there a way you could make this description better, maybe by changing a word?]",,NU1thunder,32,72,The woman got scared because of thunder.,Restate,,,
NU1thunder[S2_ABCD]. the page. [The thunder caused the woman to jump.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,NU1thunder,33,70,The thunder caused the woman to jump.,Rate,D,D,D
"NU1thunder[S2_ALT]. the page. [The thunder caused the woman to jump.][Is there a way you could make this description better, maybe by changing a word?]",,NU1thunder,32,69,The thunder caused the woman to jump.,Restate,,,
NU1thunder[S3_ABCD]. the page. [The thunder made the woman jump.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,NU1thunder,33,65,The thunder made the woman jump.,Rate,C,D,C
"NU1thunder[S3_ALT]. the page. [The thunder made the woman jump.][Is there a way you could make this description better, maybe by changing a word?]",,NU1thunder,32,64,The thunder made the woman jump.,Restate,,,
NU1thunder[S4_ABCD]. the page. [The thunder sounded so loud that the woman was scared.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,NU1thunder,33,87,The thunder sounded so loud that the woman was scared.,Rate,D,C,D
"NU1thunder[S4_ALT]. the page. [The thunder sounded so loud that the woman was scared.][Is there a way you could make this description better, maybe by changing a word?]",,NU1thunder,32,86,The thunder sounded so loud that the woman was scared.,Restate,,,
NU1thunder[S5_ABCD]. the page. [The woman was startled by the sound of thunder.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,NU1thunder,33,80,The woman was startled by the sound of thunder.,Rate,D,D,D
"NU1thunder[S5_ALT]. the page. [The woman was startled by the sound of thunder.][Is there a way you could make this description better, maybe by changing a word?]",,NU1thunder,32,79,The woman was startled by the sound of thunder.,Restate,,,
HMO3paper[S1_ABCD]. the page. [The woman pushed the other woman into ripping the paper.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HMO3paper,32,88,The woman pushed the other woman into ripping the paper.,Rate,D,C,C
"HMO3paper[S1_ALT]. the page. [The woman pushed the other woman into ripping the paper.][Is there a way you could make this description better, maybe by changing a word?]",,HMO3paper,31,87,The woman pushed the other woman into ripping the paper.,Restate,,,
HMO3paper[S2_ABCD]. the page. [The paper tore because the woman shoved the other woman.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HMO3paper,32,88,The paper tore because the woman shoved the other woman.,Rate,D,D,D
"HMO3paper[S2_ALT]. the page. [The paper tore because the woman shoved the other woman.][Is there a way you could make this description better, maybe by changing a word?]",,HMO3paper,31,87,The paper tore because the woman shoved the other woman.,Restate,,,
HMO3paper[S3_ABCD]. the page. [The woman ripped the paper because of the other woman.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HMO3paper,32,86,The woman ripped the paper because of the other woman.,Rate,C,D,C
"HMO3paper[S3_ALT]. the page. [The woman ripped the paper because of the other woman.][Is there a way you could make this description better, maybe by changing a word?]",,HMO3paper,31,85,The woman ripped the paper because of the other woman.,Restate,,,
HMO3paper[S4_ABCD]. the page. [The woman in the purple shirt caused the paper to tear.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HMO3paper,32,87,The woman in the purple shirt caused the paper to tear.,Rate,C,C,C
"HMO3paper[S4_ALT]. the page. [The woman in the purple shirt caused the paper to tear.][Is there a way you could make this description better, maybe by changing a word?]",,HMO3paper,31,86,The woman in the purple shirt caused the paper to tear.,Restate,,,
HMO3paper[S5_ABCD]. the page. [The woman caused the other woman to rip the paper.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HMO3paper,32,82,The woman caused the other woman to rip the paper.,Rate,C,D,C
"HMO3paper[S5_ALT]. the page. [The woman caused the other woman to rip the paper.][Is there a way you could make this description better, maybe by changing a word?]",,HMO3paper,31,81,The woman caused the other woman to rip the paper.,Restate,,,
HMO3paper[S6_ABCD]. the page. [The woman in the purple shirt made the paper tear.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HMO3paper,32,82,The woman in the purple shirt made the paper tear.,Rate,C,D,C
"HMO3paper[S6_ALT]. the page. [The woman in the purple shirt made the paper tear.][Is there a way you could make this description better, maybe by changing a word?]",,HMO3paper,31,81,The woman in the purple shirt made the paper tear.,Restate,,,
HMO3paper[S7_ABCD]. the page. [The woman made the other woman rip the paper.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HMO3paper,32,77,The woman made the other woman rip the paper.,Rate,C,C,C
